cnn,monthly_frequency,frequency_group
8740101,52,37+
8740201,52,37+
8741101,52,37+
8741201,52,37+
8742101,52,37+
8742201,52,37+
8742202,52,37+
8742203,52,37+
8743101,52,37+
8743201,52,37+
8744101,52,37+
8744102,52,37+
8744201,52,37+
8744202,52,37+
8745101,52,37+
8745201,52,37+
8746102,52,37+
8746103,52,37+
8746201,52,37+
8747102,52,37+
8747103,52,37+
8747202,52,37+
8747203,52,37+
8748101,52,37+
8748201,52,37+
8749101,52,37+
8749201,52,37+
8750101,52,37+
8750201,52,37+
8750202,52,37+
8750203,52,37+
8751101,52,37+
8751201,52,37+
8752101,52,37+
8752201,52,37+
8752202,52,37+
8753101,52,37+
8753201,52,37+
8754101,52,37+
8754102,52,37+
8754201,52,37+
8755101,32,29-36
8755201,32,29-36
8756101,32,29-36
8756201,32,29-36
8757101,32,29-36
8757102,32,29-36
8757201,32,29-36
8757202,32,29-36
8758101,32,29-36
8758201,32,29-36
8758202,32,29-36
8759101,36,29-36
8759201,36,29-36
8760101,36,29-36
8760102,36,29-36
8760202,36,29-36
8760203,36,29-36
8761101,36,29-36
8761201,36,29-36
8762101,36,29-36
8762102,36,29-36
8762201,36,29-36
8762202,36,29-36
8763101,36,29-36
8763201,36,29-36
8764101,36,29-36
8764201,36,29-36
8765101,36,29-36
8765201,36,29-36
8766101,36,29-36
8766201,36,29-36
8767101,36,29-36
8767201,36,29-36
8768201,4,4
8769201,4,4
8770101,4,4
8770201,4,4
8771101,4,4
8771201,4,4
8772101,4,4
8772102,4,4
8772103,4,4
8772201,4,4
8772202,4,4
8773101,4,4
8773201,4,4
8773202,4,4
8774101,4,4
8774102,4,4
8774103,4,4
8774104,4,4
8774201,4,4
8774203,4,4
8775101,4,4
8775201,4,4
8776101,4,4
8776102,4,4
8776103,4,4
8776104,4,4
8776105,4,4
8776201,4,4
8776202,4,4
8776203,4,4
8776204,4,4
8776205,4,4
8776206,4,4
8777101,4,4
8777201,4,4
8780000,8,7-8
8781000,4,4
8782000,4,4
8783000,4,4
8784000,4,4
8785000,4,4
8786000,4,4
8787000,4,4
8788000,2,2
8793000,4,4
8794000,4,4
8795000,4,4
8799000,28,21-28
8800000,28,21-28
8801000,28,21-28
8802000,28,21-28
8803000,28,21-28
8804000,28,21-28
8805000,28,21-28
8813000,4,4
8814000,4,4
8815000,4,4
8819000,4,4
8820000,4,4
8834000,4,4
8835000,4,4
8836000,4,4
8837000,4,4
8838000,20,17-20
8839000,20,17-20
8840000,20,17-20
8841000,8,7-8
8842000,6,6
8843101,4,4
8843201,8,7-8
8844101,4,4
8844201,4,4
8845101,4,4
8845201,4,4
8846000,8,7-8
8847000,8,7-8
8848000,8,7-8
8849000,8,7-8
8850000,8,7-8
8851000,8,7-8
8852000,8,7-8
8853000,8,7-8
8854000,8,7-8
8855000,8,7-8
8856000,8,7-8
8865000,4,4
8866000,4,4
8867000,4,4
8868000,4,4
8869000,4,4
8870000,6,6
8871000,8,7-8
8872000,8,7-8
8873000,8,7-8
8874000,8,7-8
8880000,8,7-8
8881000,8,7-8
8882000,8,7-8
8883000,8,7-8
8884000,4,4
8885000,4,4
8886000,4,4
8887000,20,17-20
8888000,28,21-28
8889000,28,21-28
8890000,28,21-28
8891000,28,21-28
8892000,28,21-28
8893000,28,21-28
8894000,28,21-28
8895000,20,17-20
8896000,20,17-20
8897000,8,7-8
8898000,8,7-8
8899001,8,7-8
8899002,8,7-8
8900000,8,7-8
8901000,8,7-8
8902000,8,7-8
8903000,8,7-8
8904000,8,7-8
8905000,8,7-8
8906000,8,7-8
8907000,8,7-8
8908000,8,7-8
8909000,8,7-8
8910000,8,7-8
8911000,8,7-8
8912000,8,7-8
8913000,8,7-8
8914000,20,17-20
8915000,20,17-20
8916000,20,17-20
8921000,4,4
8922000,8,7-8
8923000,8,7-8
8924000,8,7-8
8925000,8,7-8
8931000,4,4
8932000,4,4
8936000,8,7-8
8937000,8,7-8
8938000,8,7-8
8940000,4,4
8941000,4,4
8942000,8,7-8
8944000,4,4
8945000,4,4
8946000,4,4
8947000,4,4
8951000,4,4
8954000,8,7-8
8955000,8,7-8
8956000,8,7-8
8957000,8,7-8
8958000,8,7-8
8959000,8,7-8
8960000,8,7-8
8961000,8,7-8
8962000,8,7-8
8963000,8,7-8
8964000,8,7-8
8965000,8,7-8
8966000,8,7-8
8968000,8,7-8
8970000,4,4
8971000,4,4
8972000,4,4
8973000,2,2
8974000,2,2
8975000,2,2
8976000,4,4
8977000,4,4
8978000,4,4
8979000,4,4
8981000,2,2
8982000,4,4
8983000,4,4
8984000,12,9-12
8986000,12,9-12
8987000,8,7-8
8988000,4,4
8989000,4,4
8990000,8,7-8
8991000,8,7-8
8992000,8,7-8
8994000,8,7-8
8997000,2,2
9011000,8,7-8
9012000,8,7-8
9013000,8,7-8
9014000,8,7-8
9015000,8,7-8
9016000,4,4
9017000,4,4
9018000,4,4
9021000,4,4
9022000,4,4
9023000,4,4
9024000,4,4
9025000,4,4
9026000,8,7-8
9028000,2,2
9029000,8,7-8
9031001,4,4
9031002,4,4
9032000,4,4
9036101,2,2
9036201,2,2
9037000,4,4
9038000,12,9-12
9039000,12,9-12
9040000,12,9-12
9041000,12,9-12
9042000,8,7-8
9043000,12,9-12
9044000,12,9-12
9045000,4,4
9046000,4,4
9047000,12,9-12
9048000,12,9-12
9049000,12,9-12
9050000,8,7-8
9051000,8,7-8
9052000,8,7-8
9053000,8,7-8
9054000,8,7-8
9055000,8,7-8
9056000,8,7-8
9057000,8,7-8
9064000,8,7-8
9070000,4,4
9071000,4,4
9072000,4,4
9073000,4,4
9074101,4,4
9074201,2,2
9075101,4,4
9075201,2,2
9076101,4,4
9076201,2,2
9077101,4,4
9077201,2,2
9078101,4,4
9078201,2,2
9079101,4,4
9079201,2,2
9080000,4,4
9081000,4,4
9082000,32,29-36
9083000,32,29-36
9084000,32,29-36
9085000,32,29-36
9086000,32,29-36
9087000,32,29-36
9088000,32,29-36
9089000,32,29-36
9090000,32,29-36
9091000,32,29-36
9092000,32,29-36
9093000,32,29-36
9094000,32,29-36
9095101,32,29-36
9095201,32,29-36
9095202,32,29-36
9096001,32,29-36
9096002,32,29-36
9096003,32,29-36
9097000,32,29-36
9098000,32,29-36
9099000,32,29-36
9100000,32,29-36
9101000,32,29-36
9102000,32,29-36
9103000,32,29-36
9104000,32,29-36
9105000,32,29-36
9106000,32,29-36
9107000,32,29-36
9108000,32,29-36
9109101,32,29-36
9109102,32,29-36
9109201,32,29-36
9110000,64,37+
9111000,64,37+
9111001,64,37+
9112101,8,7-8
9112201,12,9-12
9113000,20,17-20
9114000,32,29-36
9115000,32,29-36
9116000,32,29-36
9117000,32,29-36
9118000,32,29-36
9119000,32,29-36
9120000,32,29-36
9121000,32,29-36
9122001,32,29-36
9122002,32,29-36
9123000,32,29-36
9124000,32,29-36
9125000,32,29-36
9126000,32,29-36
9127000,32,29-36
9128000,32,29-36
9129000,27,21-28
9130000,27,21-28
9131000,27,21-28
9132000,27,21-28
9133000,27,21-28
9134000,27,21-28
9135000,27,21-28
9136000,27,21-28
9137000,27,21-28
9138000,27,21-28
9139000,27,21-28
9140000,27,21-28
9141000,12,9-12
9142000,12,9-12
9143000,12,9-12
9144000,27,21-28
9145000,27,21-28
9146000,27,21-28
9147101,10,9-12
9147201,13,13-16
9148101,10,9-12
9148201,13,13-16
9149101,10,9-12
9149201,13,13-16
9150000,23,21-28
9151101,32,29-36
9151201,32,29-36
9152101,32,29-36
9152201,32,29-36
9153101,32,29-36
9153201,32,29-36
9154101,32,29-36
9154201,32,29-36
9155000,32,29-36
9156000,32,29-36
9157000,32,29-36
9158000,32,29-36
9159000,32,29-36
9160000,32,29-36
9161000,32,29-36
9162000,32,29-36
9163000,32,29-36
9164000,32,29-36
9165000,32,29-36
9166000,32,29-36
9167000,32,29-36
9168000,32,29-36
9169000,32,29-36
9170000,32,29-36
9171101,32,29-36
9171201,32,29-36
9172101,32,29-36
9172201,32,29-36
9173101,32,29-36
9173201,32,29-36
9174101,32,29-36
9174201,32,29-36
9175101,32,29-36
9175201,32,29-36
9176101,32,29-36
9176201,32,29-36
9177000,32,29-36
9178000,32,29-36
9179000,32,29-36
9180000,32,29-36
9181000,32,29-36
9182000,32,29-36
9183000,32,29-36
9184000,32,29-36
9185000,32,29-36
9186000,32,29-36
9187000,32,29-36
9188000,32,29-36
9189000,32,29-36
9190000,32,29-36
9191000,32,29-36
9192000,32,29-36
9193000,32,29-36
9194000,32,29-36
9195000,32,29-36
9196000,32,29-36
9197000,32,29-36
9199000,8,7-8
9200000,8,7-8
9201000,8,7-8
9202000,8,7-8
9203000,8,7-8
9204000,8,7-8
9205000,8,7-8
9207000,8,7-8
9208000,8,7-8
9209000,8,7-8
9210000,8,7-8
9211000,8,7-8
9212000,8,7-8
9213000,4,4
9214000,8,7-8
9215000,8,7-8
9216000,8,7-8
9218000,4,4
9219000,8,7-8
9220000,4,4
9221000,4,4
9222000,4,4
9223000,4,4
9233000,4,4
9234000,4,4
9235000,4,4
9236000,2,2
9237000,2,2
9238000,4,4
9239000,4,4
9240000,2,2
9241000,8,7-8
9242000,8,7-8
9243000,8,7-8
9244000,8,7-8
9245000,8,7-8
9248000,4,4
9250000,4,4
9251000,4,4
9252000,4,4
9253000,4,4
9254000,4,4
9255000,4,4
9256000,4,4
9266000,4,4
9267000,4,4
9268000,4,4
9269000,4,4
9270000,4,4
9271000,4,4
9272101,3,3
9272201,2,2
9273101,3,3
9273201,2,2
9274101,3,3
9274201,2,2
9275101,3,3
9275102,3,3
9275201,2,2
9275202,2,2
9276101,3,3
9276201,2,2
9277101,3,3
9277201,2,2
9278101,3,3
9278201,2,2
9279101,3,3
9279201,2,2
9280101,2,2
9280102,2,2
9280201,2,2
9281101,2,2
9281201,2,2
9282101,2,2
9282201,2,2
9283101,2,2
9283201,2,2
9284101,2,2
9284102,2,2
9284103,2,2
9284104,2,2
9284201,2,2
9284202,2,2
9285101,2,2
9285201,2,2
9286101,2,2
9286102,2,2
9286201,2,2
9287101,2,2
9287201,2,2
9288101,2,2
9288201,2,2
9288202,2,2
9289101,2,2
9289201,2,2
9290101,2,2
9290201,2,2
9291101,2,2
9291201,2,2
9292101,2,2
9292201,2,2
9293101,2,2
9293201,2,2
9294101,2,2
9294201,2,2
9296000,20,17-20
9297000,20,17-20
9298000,20,17-20
9299000,20,17-20
9300000,20,17-20
9301000,20,17-20
9302000,20,17-20
9303000,20,17-20
9304000,20,17-20
9305000,20,17-20
9306000,20,17-20
9307000,20,17-20
9308000,20,17-20
9309000,20,17-20
9310000,20,17-20
9311000,4,4
9312000,2,2
9320000,8,7-8
9321000,20,17-20
9322000,4,4
9323000,4,4
9324000,4,4
9325000,4,4
9326000,4,4
9333000,4,4
9334000,4,4
9335000,4,4
9336000,4,4
9337000,4,4
9338000,4,4
9339000,2,2
9342101,2,2
9342201,2,2
9343000,4,4
9344000,4,4
9345000,6,6
9346000,6,6
9347000,6,6
9348000,6,6
9349000,6,6
9350000,6,6
9351000,6,6
9352000,6,6
9353000,6,6
9354000,6,6
9355000,6,6
9356000,6,6
9357000,6,6
9358000,6,6
9359000,6,6
9360000,6,6
9361000,6,6
9362000,6,6
9363000,6,6
9364000,5,5
9365000,5,5
9366000,5,5
9367000,5,5
9368000,5,5
9369000,5,5
9370000,5,5
9371000,5,5
9372000,5,5
9373000,5,5
9374000,5,5
9375000,4,4
9378000,4,4
9379000,4,4
9381000,8,7-8
9382000,4,4
9383000,8,7-8
9384000,8,7-8
9385000,8,7-8
9386000,8,7-8
9387000,8,7-8
9388000,8,7-8
9389000,8,7-8
9390000,8,7-8
9391000,8,7-8
9392000,8,7-8
9393000,8,7-8
9394000,8,7-8
9395000,8,7-8
9396000,8,7-8
9397000,8,7-8
9398000,8,7-8
9399000,8,7-8
9400000,8,7-8
9401000,8,7-8
9402000,8,7-8
9403000,8,7-8
9404000,8,7-8
9405000,8,7-8
9406000,12,9-12
9407000,4,4
9408000,4,4
9409000,4,4
9415000,8,7-8
9416000,8,7-8
9417000,8,7-8
9418000,8,7-8
9419000,4,4
9422000,8,7-8
9423000,8,7-8
9424000,8,7-8
9425000,8,7-8
9426000,8,7-8
9427000,8,7-8
9428000,8,7-8
9429000,8,7-8
9430000,8,7-8
9431000,4,4
9432000,4,4
9433000,4,4
9434000,4,4
9435000,4,4
9436000,2,2
9447000,8,7-8
9448000,8,7-8
9449000,8,7-8
9450000,8,7-8
9451000,8,7-8
9452000,8,7-8
9453000,8,7-8
9454000,8,7-8
9455000,8,7-8
9456000,8,7-8
9457000,4,4
9458000,4,4
9459000,4,4
9460000,2,2
9461000,4,4
9462000,4,4
9463000,4,4
9471000,12,9-12
9472000,12,9-12
9473000,4,4
9474000,8,7-8
9475000,8,7-8
9476000,8,7-8
9477000,8,7-8
9479000,4,4
9481000,8,7-8
9482000,8,7-8
9483000,8,7-8
9484000,8,7-8
9485000,4,4
9487000,8,7-8
9488000,8,7-8
9489000,8,7-8
9490000,8,7-8
9491000,8,7-8
9492000,8,7-8
9493000,8,7-8
9494000,8,7-8
9495000,8,7-8
9496000,8,7-8
9497000,12,9-12
9497101,4,4
9497201,4,4
9498000,8,7-8
9499000,8,7-8
9500000,8,7-8
9501000,8,7-8
9502000,4,4
9504000,8,7-8
9505000,4,4
9506000,8,7-8
9507000,8,7-8
9508000,12,9-12
9509000,12,9-12
9510000,8,7-8
9511000,8,7-8
9512000,4,4
9513000,4,4
9514000,4,4
9515000,4,4
9516000,8,7-8
9517000,8,7-8
9518000,4,4
9519000,8,7-8
9520000,8,7-8
9521000,4,4
9522000,8,7-8
9523000,8,7-8
9524000,8,7-8
9525000,8,7-8
9526000,8,7-8
9527000,8,7-8
9532000,8,7-8
9535000,8,7-8
9536000,8,7-8
9537000,8,7-8
9538000,8,7-8
9539000,8,7-8
9540000,20,17-20
9541000,20,17-20
9542000,20,17-20
9543000,20,17-20
9544000,20,17-20
9545000,20,17-20
9546000,20,17-20
9547000,4,4
9548101,8,7-8
9548201,4,4
9549101,8,7-8
9549202,4,4
9549203,4,4
9550000,8,7-8
9551000,8,7-8
9552000,8,7-8
9553000,8,7-8
9554000,8,7-8
9556000,8,7-8
9561000,4,4
9562000,4,4
9563000,8,7-8
9564000,8,7-8
9565000,8,7-8
9566000,8,7-8
9567000,8,7-8
9569000,8,7-8
9570000,8,7-8
9571000,8,7-8
9572000,8,7-8
9573000,8,7-8
9574000,8,7-8
9575000,8,7-8
9576000,8,7-8
9577000,8,7-8
9578000,8,7-8
9579000,8,7-8
9580000,4,4
9581000,8,7-8
9582001,8,7-8
9582002,8,7-8
9582003,8,7-8
9583000,4,4
9585000,8,7-8
9586000,8,7-8
9587000,4,4
9588000,8,7-8
9589000,8,7-8
9590000,8,7-8
9591000,8,7-8
9592000,8,7-8
9593000,8,7-8
9594000,8,7-8
9595000,4,4
9596000,4,4
9597000,4,4
9598000,4,4
9599000,4,4
9602000,4,4
9603000,8,7-8
9604000,8,7-8
9607000,8,7-8
9608000,8,7-8
9609000,8,7-8
9610000,8,7-8
9611000,8,7-8
9612000,8,7-8
9613000,8,7-8
9614000,8,7-8
9615000,8,7-8
9616000,8,7-8
9617000,8,7-8
9618000,8,7-8
9619000,8,7-8
9620000,8,7-8
9621000,8,7-8
9622000,4,4
9623000,4,4
9624000,4,4
9625000,4,4
9626000,4,4
9627000,4,4
9628000,4,4
9629000,4,4
9630000,5,5
9631000,4,4
9632000,4,4
9633000,4,4
9634000,4,4
9635000,4,4
9636000,4,4
9637000,4,4
9638000,4,4
9639000,4,4
9640000,4,4
9641000,4,4
9642000,4,4
9644000,4,4
9645000,4,4
9646000,4,4
9647101,2,2
9647102,2,2
9647201,2,2
9647202,2,2
9647203,2,2
9648203,2,2
9649000,4,4
9650101,2,2
9650201,2,2
9651000,4,4
9652000,4,4
9653000,28,21-28
9654000,28,21-28
9655000,28,21-28
9656000,12,9-12
9657000,12,9-12
9658000,12,9-12
9659000,12,9-12
9660000,12,9-12
9661000,12,9-12
9662000,12,9-12
9663000,12,9-12
9664000,12,9-12
9665000,12,9-12
9666000,12,9-12
9667000,12,9-12
9668000,12,9-12
9669000,12,9-12
9670000,12,9-12
9671000,12,9-12
9672000,12,9-12
9673000,12,9-12
9674000,12,9-12
9675000,12,9-12
9676000,12,9-12
9677000,12,9-12
9678000,12,9-12
9679000,12,9-12
9680000,12,9-12
9681000,12,9-12
9682000,12,9-12
9683000,12,9-12
9684000,2,2
9686000,20,17-20
9687000,20,17-20
9688000,20,17-20
9689000,20,17-20
9690000,20,17-20
9691000,20,17-20
9692000,20,17-20
9693000,4,4
9694000,4,4
9695000,4,4
9696000,6,6
9697000,6,6
9698000,4,4
9699000,4,4
9700000,4,4
9701000,4,4
9702000,4,4
9703000,4,4
9704000,4,4
9705000,4,4
9706000,4,4
9707000,8,7-8
9708000,8,7-8
9710000,4,4
9711000,4,4
9712000,4,4
9713000,4,4
9714000,8,7-8
9718000,8,7-8
9719000,8,7-8
9720000,28,21-28
9721000,28,21-28
9722000,28,21-28
9723000,28,21-28
9724000,28,21-28
9725000,28,21-28
9726000,28,21-28
9727000,32,29-36
9728000,32,29-36
9729000,32,29-36
9730000,32,29-36
9731000,32,29-36
9732000,32,29-36
9733000,32,29-36
9734000,32,29-36
9735000,32,29-36
9736000,8,7-8
9737000,8,7-8
9738000,8,7-8
9739000,6,6
9740000,8,7-8
9741000,8,7-8
9742000,4,4
9743000,4,4
9744000,6,6
9745000,6,6
9746000,6,6
9747201,6,6
9750000,20,17-20
9751000,20,17-20
9752000,8,7-8
9753000,8,7-8
9754000,8,7-8
9755000,8,7-8
9756000,8,7-8
9757000,8,7-8
9758000,8,7-8
9759000,8,7-8
9760000,8,7-8
9761000,8,7-8
9762000,8,7-8
9763000,8,7-8
9764000,8,7-8
9765000,8,7-8
9766000,8,7-8
9767000,8,7-8
9768000,8,7-8
9769000,8,7-8
9770000,8,7-8
9771000,8,7-8
9781000,8,7-8
9782000,8,7-8
9783000,4,4
9784000,8,7-8
9785000,8,7-8
9786000,8,7-8
9787000,8,7-8
9788000,8,7-8
9789000,20,17-20
9790000,20,17-20
9791000,20,17-20
9792000,20,17-20
9793000,20,17-20
9794000,24,21-28
9795000,24,21-28
9796000,24,21-28
9797000,24,21-28
9798000,24,21-28
9799000,24,21-28
9803000,8,7-8
9804000,12,9-12
9805000,12,9-12
9806000,12,9-12
9807101,4,4
9807201,4,4
9808101,4,4
9808201,4,4
9809101,4,4
9809201,4,4
9810101,4,4
9810201,4,4
9811101,4,4
9811201,4,4
9812101,4,4
9812201,4,4
9813101,4,4
9813201,4,4
9814101,2,2
9814201,2,2
9815101,2,2
9815201,2,2
9815202,2,2
9816101,2,2
9816201,2,2
9817101,4,4
9817201,2,2
9818101,4,4
9818201,4,4
9819101,4,4
9819201,4,4
9820101,4,4
9820201,4,4
9821101,4,4
9821201,4,4
9822101,4,4
9822201,4,4
9823101,4,4
9823201,4,4
9824101,4,4
9824201,4,4
9825101,4,4
9825201,4,4
9826101,4,4
9826201,4,4
9827101,4,4
9827201,4,4
9828101,4,4
9828201,4,4
9829101,4,4
9829201,4,4
9830101,4,4
9830201,4,4
9831101,4,4
9831201,4,4
9832101,4,4
9832102,4,4
9832201,4,4
9833101,4,4
9833201,4,4
9834101,4,4
9834201,4,4
9835101,4,4
9835201,4,4
9836101,4,4
9836201,4,4
9837101,4,4
9837102,4,4
9837201,4,4
9838101,4,4
9838201,4,4
9839101,4,4
9839201,4,4
9840101,4,4
9840201,4,4
9841101,4,4
9841201,4,4
9842101,4,4
9842201,4,4
9843101,4,4
9843201,4,4
9844101,4,4
9844201,4,4
9845101,4,4
9845201,4,4
9846000,6,6
9847000,8,7-8
9848000,8,7-8
9849000,8,7-8
9850000,4,4
9851000,4,4
9852000,4,4
9853000,4,4
9854000,4,4
9855000,4,4
9856000,4,4
9857000,4,4
9858000,4,4
9859000,4,4
9860000,4,4
9861000,4,4
9862000,4,4
9863000,4,4
9864000,4,4
9865000,4,4
9866000,4,4
9867000,4,4
9868000,4,4
9869000,4,4
9870000,4,4
9871000,4,4
9872000,4,4
9873000,2,2
9874001,8,7-8
9875101,8,7-8
9875201,8,7-8
9875301,4,4
9875401,8,7-8
9875402,4,4
9876101,8,7-8
9876201,8,7-8
9876301,4,4
9876401,4,4
9877101,8,7-8
9877201,8,7-8
9878101,8,7-8
9878201,8,7-8
9878301,4,4
9878401,4,4
9879101,8,7-8
9879201,8,7-8
9880101,8,7-8
9880201,8,7-8
9880301,4,4
9880401,4,4
9881101,8,7-8
9881201,8,7-8
9882101,8,7-8
9882201,8,7-8
9883101,8,7-8
9883201,8,7-8
9884000,8,7-8
9885000,8,7-8
9886000,8,7-8
9887000,8,7-8
9889000,6,6
9890000,6,6
9891000,6,6
9892000,6,6
9893000,6,6
9894000,4,4
9895000,4,4
9896000,4,4
9897000,4,4
9898000,4,4
9899000,6,6
9900000,4,4
9901000,4,4
9902000,4,4
9903000,4,4
9904000,4,4
9905000,4,4
9908000,8,7-8
9909000,8,7-8
9910000,8,7-8
9911000,8,7-8
9912000,8,7-8
9913000,8,7-8
9918000,12,9-12
9919000,12,9-12
9920000,4,4
9921000,8,7-8
9922000,8,7-8
9923000,8,7-8
9924000,8,7-8
9925000,4,4
9926000,8,7-8
9927000,8,7-8
9928000,8,7-8
9929000,8,7-8
9946000,4,4
9947000,8,7-8
9948000,8,7-8
9952000,8,7-8
9953000,8,7-8
9954000,8,7-8
9955000,12,9-12
9956000,12,9-12
9957000,8,7-8
9961000,4,4
9965000,2,2
9967000,8,7-8
9968000,8,7-8
9969000,8,7-8
9970000,8,7-8
9971000,4,4
9972000,8,7-8
9973000,8,7-8
9974000,8,7-8
9975000,8,7-8
9976000,4,4
9981000,4,4
9982000,4,4
9983000,4,4
9984000,4,4
9985000,4,4
9986000,4,4
9987000,4,4
9988000,4,4
9989000,4,4
9990000,4,4
9991000,2,2
9994000,4,4
9995000,4,4
9997000,4,4
9998000,4,4
9999000,4,4
10000101,2,2
10000102,2,2
10000201,2,2
10000202,2,2
10000203,2,2
10002000,4,4
10003000,4,4
10004000,4,4
10005000,4,4
10006000,4,4
10007000,6,6
10008000,6,6
10009000,6,6
10010000,6,6
10011000,6,6
10012000,6,6
10013000,6,6
10014000,6,6
10015000,6,6
10016000,5,5
10017000,5,5
10018000,5,5
10019000,5,5
10020000,5,5
10021000,5,5
10022000,5,5
10023000,5,5
10024000,5,5
10025000,5,5
10026000,5,5
10027000,5,5
10028000,6,6
10029000,6,6
10030000,6,6
10031000,6,6
10032000,6,6
10033000,6,6
10034000,6,6
10035000,6,6
10036000,6,6
10037000,6,6
10042000,8,7-8
10043000,8,7-8
10046000,32,29-36
10047000,32,29-36
10048000,32,29-36
10049000,8,7-8
10050000,8,7-8
10051000,8,7-8
10052000,8,7-8
10053000,8,7-8
10054000,12,9-12
10055000,8,7-8
10056000,8,7-8
10057000,8,7-8
10058000,4,4
10059000,8,7-8
10060000,8,7-8
10061000,8,7-8
10062000,8,7-8
10065000,8,7-8
10066000,8,7-8
10067000,8,7-8
10068000,8,7-8
10069000,8,7-8
10070000,8,7-8
10074101,2,2
10074201,2,2
10075000,2,2
10076000,2,2
10077000,4,4
10078000,4,4
10079000,4,4
10080101,2,2
10080102,2,2
10080201,2,2
10080202,2,2
10081000,2,2
10082000,4,4
10083000,4,4
10084000,4,4
10085000,4,4
10086000,4,4
10087000,4,4
10088000,4,4
10089000,2,2
10090000,4,4
10091000,4,4
10092000,4,4
10093000,4,4
10094000,4,4
10095000,5,5
10096000,5,5
10097000,5,5
10098000,5,5
10099000,5,5
10100000,5,5
10101000,5,5
10102000,4,4
10103000,5,5
10104000,4,4
10105000,5,5
10106000,4,4
10107000,5,5
10108000,4,4
10109000,4,4
10110000,4,4
10111000,5,5
10112000,4,4
10113000,5,5
10114000,4,4
10115000,5,5
10116000,4,4
10117000,5,5
10118000,20,17-20
10119000,20,17-20
10120000,20,17-20
10121000,20,17-20
10122000,20,17-20
10123000,20,17-20
10124000,24,21-28
10125000,28,21-28
10126000,28,21-28
10127000,28,21-28
10128000,28,21-28
10129000,20,17-20
10130000,20,17-20
10131000,20,17-20
10132000,2,2
10133000,2,2
10134000,2,2
10135000,2,2
10136000,2,2
10137000,2,2
10138000,2,2
10139000,2,2
10140000,2,2
10141000,2,2
10142000,2,2
10143000,2,2
10144000,2,2
10145000,2,2
10146000,8,7-8
10147000,8,7-8
10148000,6,6
10149000,6,6
10150000,4,4
10151000,4,4
10152000,4,4
10153000,4,4
10154000,4,4
10155000,4,4
10156000,4,4
10157000,4,4
10158000,4,4
10159000,4,4
10160000,4,4
10161000,4,4
10162000,4,4
10163000,4,4
10164000,2,2
10165000,2,2
10169000,20,17-20
10170000,8,7-8
10171000,8,7-8
10172000,8,7-8
10173000,8,7-8
10174000,8,7-8
10175000,8,7-8
10176000,8,7-8
10177000,8,7-8
10178000,8,7-8
10179000,8,7-8
10180000,8,7-8
10181000,8,7-8
10182000,8,7-8
10183000,8,7-8
10184000,8,7-8
10185000,8,7-8
10186000,8,7-8
10187000,8,7-8
10188000,8,7-8
10190000,4,4
10191000,4,4
10194000,4,4
10195000,4,4
10196000,4,4
10197000,4,4
10209000,4,4
10210000,4,4
10211000,4,4
10213000,4,4
10216000,4,4
10217000,8,7-8
10218000,8,7-8
10219000,8,7-8
10220000,8,7-8
10221000,8,7-8
10222000,8,7-8
10223000,8,7-8
10224000,8,7-8
10225000,8,7-8
10226000,8,7-8
10227000,8,7-8
10228000,8,7-8
10229000,8,7-8
10230000,4,4
10231000,8,7-8
10247000,4,4
10248000,4,4
10249000,4,4
10251000,8,7-8
10252000,8,7-8
10253000,8,7-8
10254000,8,7-8
10255000,8,7-8
10256000,8,7-8
10257000,8,7-8
10258000,8,7-8
10259000,8,7-8
10260000,4,4
10261000,4,4
10262000,7,7-8
10263000,4,4
10264000,8,7-8
10273000,4,4
10274000,4,4
10275000,8,7-8
10276000,8,7-8
10277000,8,7-8
10278000,8,7-8
10279000,8,7-8
10280000,8,7-8
10282000,4,4
10283000,4,4
10284000,4,4
10285000,2,2
10286000,2,2
10287000,2,2
10288000,2,2
10289000,2,2
10290000,2,2
10291000,8,7-8
10292001,8,7-8
10292002,8,7-8
10293000,8,7-8
10294000,8,7-8
10295000,8,7-8
10296000,8,7-8
10297000,8,7-8
10298000,8,7-8
10299000,8,7-8
10301000,4,4
10305000,4,4
10306000,8,7-8
10307000,8,7-8
10308000,8,7-8
10309000,8,7-8
10310000,8,7-8
10311000,8,7-8
10312000,8,7-8
10313000,4,4
10314000,4,4
10315000,2,2
10316000,4,4
10317000,8,7-8
10318000,8,7-8
10319000,4,4
10320000,8,7-8
10321000,8,7-8
10326000,8,7-8
10327000,8,7-8
10328000,4,4
10332000,8,7-8
10332001,8,7-8
10333000,8,7-8
10334000,8,7-8
10335000,8,7-8
10336000,8,7-8
10337000,8,7-8
10337001,8,7-8
10337002,8,7-8
10338000,8,7-8
10338001,8,7-8
10338002,8,7-8
10349000,4,4
10357000,2,2
10358000,2,2
10359000,4,4
10360000,8,7-8
