cnn,corridor,limits,monthly_frequency,frequency_group,days_cleaned,time_ranges,schedule_summary,block_sides,street_sides,heatmap_cells,holidays
3179000,Broadway,Steiner St  -  Pierce St,52,51-60,"Thu, Tues, Wed","6 AM - 8 AM, 8 AM - 10 AM, 9 AM - 11 AM","Thu 8 AM - 10 AM, Tues 6 AM - 8 AM, Wed 9 AM - 11 AM","North, South","L, R","Thu|8-10, Tues|6-8, Wed|8-10",0
318000,06th Ave,Anza St  -  Balboa St,36,31-40,"Mon, Wed",8 AM - 10 AM,"Mon 8 AM - 10 AM, Wed 8 AM - 10 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
3180000,Broadway,Pierce St  -  Scott St,52,51-60,"Thu, Tues, Wed","6 AM - 8 AM, 8 AM - 10 AM, 9 AM - 11 AM","Thu 8 AM - 10 AM, Tues 6 AM - 8 AM, Wed 9 AM - 11 AM","North, South","L, R","Thu|8-10, Tues|6-8, Wed|8-10",0
3181000,Broadway,Scott St  -  Normandie Ter,52,51-60,"Thu, Tues, Wed","6 AM - 8 AM, 8 AM - 10 AM, 9 AM - 11 AM","Thu 8 AM - 10 AM, Tues 6 AM - 8 AM, Wed 9 AM - 11 AM","North, South","L, R","Thu|8-10, Tues|6-8, Wed|8-10",0
3182000,Broadway,Normandie Ter  -  Divisadero St,52,51-60,"Thu, Tues, Wed","6 AM - 8 AM, 8 AM - 10 AM, 9 AM - 11 AM","Thu 8 AM - 10 AM, Tues 6 AM - 8 AM, Wed 9 AM - 11 AM","North, South","L, R","Thu|8-10, Tues|6-8, Wed|8-10",0
3183000,Broadway,Divisadero St  -  Broderick St,52,51-60,"Thu, Tues, Wed","6 AM - 8 AM, 8 AM - 10 AM, 9 AM - 11 AM","Thu 8 AM - 10 AM, Tues 6 AM - 8 AM, Wed 9 AM - 11 AM","North, South","L, R","Thu|8-10, Tues|6-8, Wed|8-10",0
3184000,Broadway,Broderick St  -  Baker St,52,51-60,"Thu, Tues, Wed","6 AM - 8 AM, 8 AM - 10 AM, 9 AM - 11 AM","Thu 8 AM - 10 AM, Tues 6 AM - 8 AM, Wed 9 AM - 11 AM","North, South","L, R","Thu|8-10, Tues|6-8, Wed|8-10",0
3185000,Broadway,Baker St  -  Lyon St,52,51-60,"Thu, Tues, Wed","6 AM - 8 AM, 8 AM - 10 AM, 9 AM - 11 AM","Thu 8 AM - 10 AM, Tues 6 AM - 8 AM, Wed 9 AM - 11 AM","North, South","L, R","Thu|8-10, Tues|6-8, Wed|8-10",0
3187000,Broderick St,Waller St  -  Haight St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3188000,Broderick St,Haight St  -  Page St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3189000,Broderick St,Page St  -  Oak St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
319000,06th Ave,Balboa St  -  Cabrillo St,36,31-40,"Mon, Wed",8 AM - 10 AM,"Mon 8 AM - 10 AM, Wed 8 AM - 10 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
3190000,Broderick St,Oak St  -  Fell St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3191000,Broderick St,Fell St  -  Hayes St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3192000,Broderick St,Hayes St  -  Grove St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3193000,Broderick St,Grove St  -  Fulton St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3194000,Broderick St,Fulton St  -  McAllister St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3195000,Broderick St,McAllister St  -  Golden Gate Ave,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3196000,Broderick St,Golden Gate Ave  -  Turk St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3197000,Broderick St,Turk St  -  Eddy St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3198000,Broderick St,Eddy St  -  Ellis St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3199000,Broderick St,Ellis St  -  O'Farrell St,52,51-60,"Fri, Wed",12 PM - 2 PM,"Fri 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
320000,06th Ave,Cabrillo St  -  Fulton St,36,31-40,"Mon, Wed",8 AM - 10 AM,"Mon 8 AM - 10 AM, Wed 8 AM - 10 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
3200000,Broderick St,Geary Blvd  -  Garden St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3201000,Broderick St,Garden St  -  Post St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3202000,Broderick St,Post St  -  Sutter St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3203000,Broderick St,Sutter St  -  Bush St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3204000,Broderick St,Bush St  -  Pine St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3205000,Broderick St,Pine St  -  California St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3206000,Broderick St,California St  -  Sacramento St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3207000,Broderick St,Sacramento St  -  Clay St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3208000,Broderick St,Clay St  -  Washington St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3209000,Broderick St,Washington St  -  Jackson St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
321000,06th Ave,Lincoln Way  -  Hugo St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3210000,Broderick St,Jackson St  -  Pacific Ave,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3211000,Broderick St,Pacific Ave  -  Broadway,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3213000,Broderick St,Vallejo St  -  Green St,48,41-50,"Mon, Thu",11 AM - 1 PM,"Mon 11 AM - 1 PM, Thu 11 AM - 1 PM","East, West","L, R","Mon|10-12, Thu|10-12",0
3214000,Broderick St,Green St  -  Union St,48,41-50,"Mon, Thu",11 AM - 1 PM,"Mon 11 AM - 1 PM, Thu 11 AM - 1 PM","East, West","L, R","Mon|10-12, Thu|10-12",0
3215000,Broderick St,Union St  -  Filbert St,48,41-50,"Mon, Thu",11 AM - 1 PM,"Mon 11 AM - 1 PM, Thu 11 AM - 1 PM","East, West","L, R","Mon|10-12, Thu|10-12",0
3216000,Broderick St,Filbert St  -  Greenwich St,48,41-50,"Mon, Thu",11 AM - 1 PM,"Mon 11 AM - 1 PM, Thu 11 AM - 1 PM","East, West","L, R","Mon|10-12, Thu|10-12",0
3217000,Broderick St,Greenwich St  -  Lombard St,48,41-50,"Mon, Thu",11 AM - 1 PM,"Mon 11 AM - 1 PM, Thu 11 AM - 1 PM","East, West","L, R","Mon|10-12, Thu|10-12",0
3218000,Broderick St,Lombard St  -  Chestnut St,48,41-50,"Mon, Thu",11 AM - 1 PM,"Mon 11 AM - 1 PM, Thu 11 AM - 1 PM","East, West","L, R","Mon|10-12, Thu|10-12",0
3219000,Broderick St,Chestnut St  -  Francisco St,50,41-50,"Mon, Thu","11 AM - 1 PM, 12 PM - 2 PM","Mon 11 AM - 1 PM, Thu 12 PM - 2 PM","East, West","L, R","Mon|10-12, Thu|12-14",0
322000,06th Ave,Hugo St  -  Irving St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3220000,Broderick St,Francisco St  -  Bay St,50,41-50,"Mon, Thu","11 AM - 1 PM, 12 PM - 2 PM","Mon 11 AM - 1 PM, Thu 12 PM - 2 PM","East, West","L, R","Mon|10-12, Thu|12-14",0
3221000,Broderick St,Bay St  -  North Point St,50,41-50,"Mon, Thu","11 AM - 1 PM, 12 PM - 2 PM","Mon 11 AM - 1 PM, Thu 12 PM - 2 PM","East, West","L, R","Mon|10-12, Thu|12-14",0
3222000,Broderick St,North Point St  -  Beach St,50,41-50,"Mon, Thu","11 AM - 1 PM, 12 PM - 2 PM","Mon 11 AM - 1 PM, Thu 12 PM - 2 PM","East, West","L, R","Mon|10-12, Thu|12-14",0
3223000,Broderick St,Beach St  -  Jefferson St,50,41-50,"Mon, Thu","11 AM - 1 PM, 12 PM - 2 PM","Mon 11 AM - 1 PM, Thu 12 PM - 2 PM","East, West","L, R","Mon|10-12, Thu|12-14",0
3224000,Broderick St,Jefferson St  -  Marina Blvd,50,41-50,"Mon, Thu","11 AM - 1 PM, 12 PM - 2 PM","Mon 11 AM - 1 PM, Thu 12 PM - 2 PM","East, West","L, R","Mon|10-12, Thu|12-14",0
3225000,Bromley Pl,Start: 01-99 Block  -  Webster St,48,41-50,Wed,11 AM - 1 PM,Wed 11 AM - 1 PM,"North, South","L, R",Wed|10-12,0
3226000,Brompton Ave,Chenery St  -  Kern St,48,41-50,"Mon, Thu",11 AM - 1 PM,"Mon 11 AM - 1 PM, Thu 11 AM - 1 PM","East, West","L, R","Mon|10-12, Thu|10-12",0
3227000,Brompton Ave,Kern St  -  Bosworth St,48,41-50,"Mon, Thu",11 AM - 1 PM,"Mon 11 AM - 1 PM, Thu 11 AM - 1 PM","East, West","L, R","Mon|10-12, Thu|10-12",0
3228000,Brompton Ave,Bosworth St  -  Joost Ave,48,41-50,"Mon, Thu",11 AM - 1 PM,"Mon 11 AM - 1 PM, Thu 11 AM - 1 PM","East, West","L, R","Mon|10-12, Thu|10-12",0
3229000,Bronte St,Cortland Ave  -  Mojave St,52,51-60,"Thu, Wed",12 PM - 2 PM,"Thu 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Thu|12-14, Wed|12-14",0
323000,06th Ave,Irving St  -  Judah St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3230000,Bronte St,Mojave St  -  Jarboe Ave,52,51-60,"Thu, Wed",12 PM - 2 PM,"Thu 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Thu|12-14, Wed|12-14",0
3232000,Brook St,Mission St  -  San Jose Ave,112,101+,"Fri, Mon, Thu, Tues",6 AM - 8 AM,"Fri 6 AM - 8 AM, Mon 6 AM - 8 AM, Thu 6 AM - 8 AM, Tues 6 AM - 8 AM","North, South","L, R","Fri|6-8, Mon|6-8, Thu|6-8, Tues|6-8",0
3233000,Brookdale Ave,Santos St  -  Blythdale Ave,38,31-40,"Mon, Wed",8 AM - 11 AM,"Mon 8 AM - 11 AM, Wed 8 AM - 11 AM","North, South","L, R","Mon|8-10, Wed|8-10",0
3234000,Brookdale Ave,Blythdale Ave  -  Geneva Ave,38,31-40,"Mon, Wed",8 AM - 11 AM,"Mon 8 AM - 11 AM, Wed 8 AM - 11 AM","NorthWest, SouthEast","L, R","Mon|8-10, Wed|8-10",0
3238000,Brosnan St,Valencia St  -  Guerrero St,36,31-40,Mon,8 AM - 10 AM,Mon 8 AM - 10 AM,"North, South","L, R",Mon|8-10,0
324000,06th Ave,Judah St  -  Kirkham St,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
3244000,Bruce Ave,Start: 01-54 Block  -  Edgar Ave,46,41-50,"Mon, Thu","1 PM - 3 PM, 8 AM - 10 AM","Mon 1 PM - 3 PM, Thu 8 AM - 10 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
3245000,Bruce Ave,Edgar Ave  -  Harold Ave,46,41-50,"Mon, Thu","1 PM - 3 PM, 8 AM - 10 AM","Mon 1 PM - 3 PM, Thu 8 AM - 10 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
3246000,Brumiss Ter,Start: 01-99 Block  -  Acton St,40,31-40,Tues,9 AM - 11 AM,Tues 9 AM - 11 AM,"North, South","L, R",Tues|8-10,0
3247000,Brunswick St,Newton St  -  Unnamed #071,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3248000,Brunswick St,Unnamed 071  -  Curtis St,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3249000,Brunswick St,Curtis St  -  Unnamed #070,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
325000,06th Ave,Kirkham St  -  Locksley Ave,26,21-30,Wed,12 PM - 2 PM,Wed 12 PM - 2 PM,East,L,Wed|12-14,0
3250000,Brunswick St,Unnamed 070  -  Pope St,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3251000,Brunswick St,Pope St  -  Unnamed #069,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3252000,Brunswick St,Unnamed 069  -  Allison St,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3253000,Brunswick St,Allison St  -  Unnamed #068,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3254000,Brunswick St,Unnamed 068  -  Concord St,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3255000,Brunswick St,Concord St  -  Florentine Ave,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3256000,Brunswick St,Florentine Ave  -  Guttenberg St,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3257000,Brunswick St,Guttenberg St  -  Lowell St,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3258000,Brunswick St,Lowell St  -  Roemer Way,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3259000,Brunswick St,Roemer Way  -  Whittier St,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
326000,06th St,Market St  -  Stevenson St,160,101+,"Fri, Holiday, Mon, Sat, Sun, Thu, Tues, Wed",4 AM - 6 AM,"Fri 4 AM - 6 AM, Holiday 4 AM - 6 AM, Mon 4 AM - 6 AM, Sat 4 AM - 6 AM, Sun 4 AM - 6 AM, Thu 4 AM - 6 AM, Tues 4 AM - 6 AM, Wed 4 AM - 6 AM","NorthEast, SouthWest","L, R","Fri|4-6, Holiday|4-6, Mon|4-6, Sat|4-6, Sun|4-6, Thu|4-6, Tues|4-6, Wed|4-6",1
3260000,Brunswick St,Whittier St  -  Oliver St,46,41-50,"Fri, Tues","12 PM - 2 PM, 9 AM - 11 AM","Fri 12 PM - 2 PM, Tues 9 AM - 11 AM","North, South","L, R","Fri|12-14, Tues|8-10",0
3261000,Brush Pl,Hallam St  -  End: 01-99 Block,20,11-20,Thu,4 AM - 6 AM,Thu 4 AM - 6 AM,"NorthWest, SouthEast","L, R",Thu|4-6,0
3262000,Brussels St,Silver Ave  -  Silliman St,36,31-40,"Thu, Tues","8 AM - 11 AM, 8 AM - 9 AM","Thu 8 AM - 11 AM, Tues 8 AM - 9 AM","East, West","L, R","Thu|8-10, Tues|8-10",0
3263000,Brussels St,Silliman St  -  Felton St,36,31-40,"Thu, Tues","8 AM - 11 AM, 8 AM - 9 AM","Thu 8 AM - 11 AM, Tues 8 AM - 9 AM","East, West","L, R","Thu|8-10, Tues|8-10",0
3264000,Brussels St,Felton St  -  Burrows St,36,31-40,"Thu, Tues","8 AM - 11 AM, 8 AM - 9 AM","Thu 8 AM - 11 AM, Tues 8 AM - 9 AM","East, West","L, R","Thu|8-10, Tues|8-10",0
3265000,Brussels St,Bacon St  -  Wayland St,36,31-40,"Thu, Tues","8 AM - 11 AM, 8 AM - 9 AM","Thu 8 AM - 11 AM, Tues 8 AM - 9 AM","East, West","L, R","Thu|8-10, Tues|8-10",0
3266000,Brussels St,Wayland St  -  Woolsey St,36,31-40,"Thu, Tues","8 AM - 11 AM, 8 AM - 9 AM","Thu 8 AM - 11 AM, Tues 8 AM - 9 AM","East, West","L, R","Thu|8-10, Tues|8-10",0
3267000,Brussels St,Woolsey St  -  Dwight St,54,51-60,"Fri, Wed",12 PM - 3 PM,"Fri 12 PM - 3 PM, Wed 12 PM - 3 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3268000,Brussels St,Dwight St  -  Olmstead St,54,51-60,"Fri, Wed",12 PM - 3 PM,"Fri 12 PM - 3 PM, Wed 12 PM - 3 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3269000,Brussels St,Olmstead St  -  Mansell St,54,51-60,"Fri, Wed",12 PM - 3 PM,"Fri 12 PM - 3 PM, Wed 12 PM - 3 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
327000,06th St,Stevenson St  -  Jessie St,160,101+,"Fri, Holiday, Mon, Sat, Sun, Thu, Tues, Wed",4 AM - 6 AM,"Fri 4 AM - 6 AM, Holiday 4 AM - 6 AM, Mon 4 AM - 6 AM, Sat 4 AM - 6 AM, Sun 4 AM - 6 AM, Thu 4 AM - 6 AM, Tues 4 AM - 6 AM, Wed 4 AM - 6 AM","NorthEast, SouthWest","L, R","Fri|4-6, Holiday|4-6, Mon|4-6, Sat|4-6, Sun|4-6, Thu|4-6, Tues|4-6, Wed|4-6",1
3270000,Brussels St,Mansell St  -  Ordway St,54,51-60,"Fri, Wed",12 PM - 3 PM,"Fri 12 PM - 3 PM, Wed 12 PM - 3 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3271000,Brussels St,Ordway St  -  Ward St,54,51-60,"Fri, Wed",12 PM - 3 PM,"Fri 12 PM - 3 PM, Wed 12 PM - 3 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3272000,Brussels St,Ward St  -  Harkness Ave,54,51-60,"Fri, Wed",12 PM - 3 PM,"Fri 12 PM - 3 PM, Wed 12 PM - 3 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3273000,Brussels St,Harkness Ave  -  Wilde Ave,54,51-60,"Fri, Wed",12 PM - 3 PM,"Fri 12 PM - 3 PM, Wed 12 PM - 3 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3274000,Brussels St,Wilde Ave  -  Campbell Ave,54,51-60,"Fri, Wed",12 PM - 3 PM,"Fri 12 PM - 3 PM, Wed 12 PM - 3 PM","East, West","L, R","Fri|12-14, Wed|12-14",0
3275000,Bryant St,The Embarcadero  -  Main St,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","North, South","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
3276000,Bryant St,Main St  -  Beale St,6,1-10,"Mon, Thu, Tues",12 AM - 2 AM,"Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM","NorthWest, SouthEast","L, R","Mon|12-2, Thu|12-2, Tues|12-2",0
3276098,Bryant St,Beale St  -  Bayside Village Pl,2,1-10,Tues,12 AM - 2 AM,Tues 12 AM - 2 AM,,L,Tues|12-2,0
3276099,Bryant St,Bayside Village Pl  -  Delancey St,2,1-10,Tues,12 AM - 2 AM,Tues 12 AM - 2 AM,,L,Tues|12-2,0
3277000,Bryant St,Beale St  -  Rincon St,2,1-10,Mon,12 AM - 2 AM,Mon 12 AM - 2 AM,NorthWest,R,Mon|12-2,0
3278000,Bryant St,Rincon St  -  Sterling St,4,1-10,"Mon, Tues",12 AM - 2 AM,"Mon 12 AM - 2 AM, Tues 12 AM - 2 AM","NorthWest, SouthEast","L, R","Mon|12-2, Tues|12-2",0
3279000,Bryant St,Sterling St  -  02nd St,4,1-10,"Mon, Tues",12 AM - 2 AM,"Mon 12 AM - 2 AM, Tues 12 AM - 2 AM","NorthWest, SouthEast","L, R","Mon|12-2, Tues|12-2",0
328000,06th St,Jessie St  -  Mission St,160,101+,"Fri, Holiday, Mon, Sat, Sun, Thu, Tues, Wed",4 AM - 6 AM,"Fri 4 AM - 6 AM, Holiday 4 AM - 6 AM, Mon 4 AM - 6 AM, Sat 4 AM - 6 AM, Sun 4 AM - 6 AM, Thu 4 AM - 6 AM, Tues 4 AM - 6 AM, Wed 4 AM - 6 AM","NorthEast, SouthWest","L, R","Fri|4-6, Holiday|4-6, Mon|4-6, Sat|4-6, Sun|4-6, Thu|4-6, Tues|4-6, Wed|4-6",1
3280000,Bryant St,02nd St  -  Jack London Aly,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","NorthWest, SouthEast","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
3281000,Bryant St,Jack London Aly  -  03rd St,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","NorthWest, SouthEast","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
3282000,Bryant St,03rd St  -  Ritch St,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","NorthWest, SouthEast","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
3283000,Bryant St,Ritch St  -  Zoe St,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","NorthWest, SouthEast","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
3284000,Bryant St,Zoe St  -  04th St,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","NorthWest, SouthEast","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
3285000,Bryant St,04th St  -  05th St,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","NorthWest, SouthEast","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
3286000,Bryant St,05th St  -  Oak Grove St,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","NorthWest, SouthEast","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
3287000,Bryant St,Oak Grove St  -  Morris St,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","NorthWest, SouthEast","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
