cnn,corridor,limits,monthly_frequency,frequency_group,days_cleaned,time_ranges,schedule_summary,block_sides,street_sides,heatmap_cells,holidays
100000,01st St,Market St  -  Stevenson St,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","NorthEast, SouthWest","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
1000000,20th Ave,Clement St  -  Geary Blvd,36,31-40,"Mon, Wed",8 AM - 10 AM,"Mon 8 AM - 10 AM, Wed 8 AM - 10 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
10000101,Ortega St,11th Ave  -  Selma Way,20,11-20,Fri,9 AM - 11 AM,Fri 9 AM - 11 AM,SouthWest,L,Fri|8-10,0
10000102,Ortega St,Selma Way  -  14th Ave,20,11-20,Fri,9 AM - 11 AM,Fri 9 AM - 11 AM,South,L,Fri|8-10,0
10000201,Ortega St,11th Ave  -  Aerial Way,20,11-20,Tues,9 AM - 11 AM,Tues 9 AM - 11 AM,NorthEast,R,Tues|8-10,0
10000202,Ortega St,Aerial Way  -  Cascade Walk,20,11-20,Tues,9 AM - 11 AM,Tues 9 AM - 11 AM,NorthEast,R,Tues|8-10,0
10000203,Ortega St,Cascade Walk  -  14th Ave,20,11-20,Tues,9 AM - 11 AM,Tues 9 AM - 11 AM,North,R,Tues|8-10,0
10002000,Ortega St,15th Ave  -  16th Ave,48,41-50,"Mon, Wed",11 AM - 1 PM,"Mon 11 AM - 1 PM, Wed 11 AM - 1 PM","North, South","L, R","Mon|10-12, Wed|10-12",0
10003000,Ortega St,16th Ave  -  17th Ave,48,41-50,"Mon, Wed",11 AM - 1 PM,"Mon 11 AM - 1 PM, Wed 11 AM - 1 PM","North, South","L, R","Mon|10-12, Wed|10-12",0
10004000,Ortega St,17th Ave  -  Anglo Aly,48,41-50,"Mon, Wed",11 AM - 1 PM,"Mon 11 AM - 1 PM, Wed 11 AM - 1 PM","North, South","L, R","Mon|10-12, Wed|10-12",0
10005000,Ortega St,Anglo Aly  -  18th Ave,48,41-50,"Mon, Wed",11 AM - 1 PM,"Mon 11 AM - 1 PM, Wed 11 AM - 1 PM","North, South","L, R","Mon|10-12, Wed|10-12",0
10006000,Ortega St,18th Ave  -  19th Ave,48,41-50,"Mon, Wed",11 AM - 1 PM,"Mon 11 AM - 1 PM, Wed 11 AM - 1 PM","North, South","L, R","Mon|10-12, Wed|10-12",0
10007000,Ortega St,19th Ave  -  20th Ave,46,41-50,"Mon, Thu","7 AM - 8 AM, 7 AM - 9 AM","Mon 7 AM - 8 AM, Thu 7 AM - 9 AM","North, South","L, R","Mon|6-8, Thu|6-8",0
10008000,Ortega St,20th Ave  -  21st Ave,46,41-50,"Mon, Thu","1 PM - 3 PM, 8 AM - 10 AM","Mon 1 PM - 3 PM, Thu 8 AM - 10 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10009000,Ortega St,21st Ave  -  22nd Ave,46,41-50,"Mon, Thu","1 PM - 3 PM, 8 AM - 10 AM","Mon 1 PM - 3 PM, Thu 8 AM - 10 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
1001000,20th Ave,Geary Blvd  -  Anza St,36,31-40,"Mon, Wed",8 AM - 10 AM,"Mon 8 AM - 10 AM, Wed 8 AM - 10 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
10010000,Ortega St,22nd Ave  -  23rd Ave,46,41-50,"Mon, Thu","1 PM - 3 PM, 8 AM - 10 AM","Mon 1 PM - 3 PM, Thu 8 AM - 10 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10011000,Ortega St,23rd Ave  -  24th Ave,46,41-50,"Mon, Thu","1 PM - 3 PM, 8 AM - 10 AM","Mon 1 PM - 3 PM, Thu 8 AM - 10 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10012000,Ortega St,24th Ave  -  25th Ave,46,41-50,"Mon, Thu","1 PM - 3 PM, 8 AM - 10 AM","Mon 1 PM - 3 PM, Thu 8 AM - 10 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10013000,Ortega St,25th Ave  -  26th Ave,46,41-50,"Mon, Thu","1 PM - 3 PM, 8 AM - 10 AM","Mon 1 PM - 3 PM, Thu 8 AM - 10 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10014000,Ortega St,26th Ave  -  27th Ave,46,41-50,"Mon, Thu","1 PM - 3 PM, 8 AM - 10 AM","Mon 1 PM - 3 PM, Thu 8 AM - 10 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10015000,Ortega St,27th Ave  -  28th Ave,46,41-50,"Mon, Thu","1 PM - 3 PM, 8 AM - 10 AM","Mon 1 PM - 3 PM, Thu 8 AM - 10 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10016000,Ortega St,28th Ave  -  29th Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10017000,Ortega St,29th Ave  -  30th Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10018000,Ortega St,30th Ave  -  31st Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10019000,Ortega St,31st Ave  -  32nd Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
1002000,20th Ave,Anza St  -  Balboa St,36,31-40,"Mon, Wed",8 AM - 10 AM,"Mon 8 AM - 10 AM, Wed 8 AM - 10 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
10020000,Ortega St,32nd Ave  -  33rd Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10021000,Ortega St,33rd Ave  -  34th Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10022000,Ortega St,34th Ave  -  35th Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10023000,Ortega St,35th Ave  -  36th Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10024000,Ortega St,36th Ave  -  Sunset Blvd,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10025000,Ortega St,Sunset Blvd  -  37th Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10026000,Ortega St,37th Ave  -  38th Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10027000,Ortega St,38th Ave  -  39th Ave,48,41-50,"Mon, Thu","1 PM - 3 PM, 9 AM - 11 AM","Mon 1 PM - 3 PM, Thu 9 AM - 11 AM","North, South","L, R","Mon|12-14, Thu|8-10",0
10028000,Ortega St,39th Ave  -  40th Ave,54,51-60,"Mon, Thu","1 PM - 3 PM, 12 PM - 2 PM","Mon 1 PM - 3 PM, Thu 12 PM - 2 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
10029000,Ortega St,40th Ave  -  41st Ave,54,51-60,"Mon, Thu","1 PM - 3 PM, 12 PM - 2 PM","Mon 1 PM - 3 PM, Thu 12 PM - 2 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
1003000,20th Ave,Balboa St  -  Cabrillo St,36,31-40,"Mon, Wed",8 AM - 10 AM,"Mon 8 AM - 10 AM, Wed 8 AM - 10 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
10030000,Ortega St,41st Ave  -  42nd Ave,54,51-60,"Mon, Thu","1 PM - 3 PM, 12 PM - 2 PM","Mon 1 PM - 3 PM, Thu 12 PM - 2 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
10031000,Ortega St,42nd Ave  -  43rd Ave,54,51-60,"Mon, Thu","1 PM - 3 PM, 12 PM - 2 PM","Mon 1 PM - 3 PM, Thu 12 PM - 2 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
10032000,Ortega St,43rd Ave  -  44th Ave,54,51-60,"Mon, Thu","1 PM - 3 PM, 12 PM - 2 PM","Mon 1 PM - 3 PM, Thu 12 PM - 2 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
10033000,Ortega St,44th Ave  -  45th Ave,54,51-60,"Mon, Thu","1 PM - 3 PM, 12 PM - 2 PM","Mon 1 PM - 3 PM, Thu 12 PM - 2 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
10034000,Ortega St,45th Ave  -  46th Ave,54,51-60,"Mon, Thu","1 PM - 3 PM, 12 PM - 2 PM","Mon 1 PM - 3 PM, Thu 12 PM - 2 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
10035000,Ortega St,46th Ave  -  47th Ave,56,51-60,"Mon, Thu",1 PM - 3 PM,"Mon 1 PM - 3 PM, Thu 1 PM - 3 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
10036000,Ortega St,47th Ave  -  48th Ave,56,51-60,"Mon, Thu",1 PM - 3 PM,"Mon 1 PM - 3 PM, Thu 1 PM - 3 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
10037000,Ortega St,48th Ave  -  Lower Great Hwy,56,51-60,"Mon, Thu",1 PM - 3 PM,"Mon 1 PM - 3 PM, Thu 1 PM - 3 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
1004000,20th Ave,Cabrillo St  -  Fulton St,36,31-40,"Mon, Wed",8 AM - 10 AM,"Mon 8 AM - 10 AM, Wed 8 AM - 10 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
10042000,Osceola Ln,La Salle Ave  -  La Salle Ave,56,51-60,"Fri, Wed","8 AM - 10 AM, 9 AM - 11 AM","Fri 8 AM - 10 AM, Wed 9 AM - 11 AM","NorthEast, SouthWest","L, R","Fri|8-10, Wed|8-10",0
10043000,Osgood Pl,Pacific Ave  -  Broadway,32,31-40,"Thu, Tues",2 AM - 6 AM,"Thu 2 AM - 6 AM, Tues 2 AM - 6 AM","East, West","L, R","Thu|2-4, Tues|2-4",0
10046000,Otis St,Mission St  -  Brady St,160,101+,"Fri, Holiday, Mon, Sat, Sun, Thu, Tues, Wed",4 AM - 6 AM,"Fri 4 AM - 6 AM, Holiday 4 AM - 6 AM, Mon 4 AM - 6 AM, Sat 4 AM - 6 AM, Sun 4 AM - 6 AM, Thu 4 AM - 6 AM, Tues 4 AM - 6 AM, Wed 4 AM - 6 AM","NorthWest, SouthEast","L, R","Fri|4-6, Holiday|4-6, Mon|4-6, Sat|4-6, Sun|4-6, Thu|4-6, Tues|4-6, Wed|4-6",1
10047000,Otis St,Brady St  -  Gough St,160,101+,"Fri, Holiday, Mon, Sat, Sun, Thu, Tues, Wed",4 AM - 6 AM,"Fri 4 AM - 6 AM, Holiday 4 AM - 6 AM, Mon 4 AM - 6 AM, Sat 4 AM - 6 AM, Sun 4 AM - 6 AM, Thu 4 AM - 6 AM, Tues 4 AM - 6 AM, Wed 4 AM - 6 AM","NorthWest, SouthEast","L, R","Fri|4-6, Holiday|4-6, Mon|4-6, Sat|4-6, Sun|4-6, Thu|4-6, Tues|4-6, Wed|4-6",1
10048000,Otis St,Gough St  -  Mission St,160,101+,"Fri, Holiday, Mon, Sat, Sun, Thu, Tues, Wed",4 AM - 6 AM,"Fri 4 AM - 6 AM, Holiday 4 AM - 6 AM, Mon 4 AM - 6 AM, Sat 4 AM - 6 AM, Sun 4 AM - 6 AM, Thu 4 AM - 6 AM, Tues 4 AM - 6 AM, Wed 4 AM - 6 AM","East, West","L, R","Fri|4-6, Holiday|4-6, Mon|4-6, Sat|4-6, Sun|4-6, Thu|4-6, Tues|4-6, Wed|4-6",1
10049000,Otsego Ave,Santa Ysabel Ave  -  San Juan Ave,40,31-40,"Mon, Wed",9 AM - 11 AM,"Mon 9 AM - 11 AM, Wed 9 AM - 11 AM","NorthWest, SouthEast","L, R","Mon|8-10, Wed|8-10",0
1005000,20th Ave,Lincoln Way  -  Irving St,64,61-70,"Fri, Tues",7 AM - 9 AM,"Fri 7 AM - 9 AM, Tues 7 AM - 9 AM","East, West","L, R","Fri|6-8, Tues|6-8",0
10050000,Otsego Ave,San Juan Ave  -  Santa Ynez Ave,40,31-40,"Mon, Wed",9 AM - 11 AM,"Mon 9 AM - 11 AM, Wed 9 AM - 11 AM","NorthWest, SouthEast","L, R","Mon|8-10, Wed|8-10",0
10051000,Otsego Ave,Santa Ynez Ave  -  Rudden Ave,40,31-40,"Mon, Wed",9 AM - 11 AM,"Mon 9 AM - 11 AM, Wed 9 AM - 11 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
10052000,Otsego Ave,Rudden Ave  -  Ocean Ave,40,31-40,"Mon, Wed",9 AM - 11 AM,"Mon 9 AM - 11 AM, Wed 9 AM - 11 AM","NorthWest, SouthEast","L, R","Mon|8-10, Wed|8-10",0
10053000,Otsego Ave,Ocean Ave  -  Onondaga Ave,38,31-40,"Fri, Thu","8 AM - 10 AM, 9 AM - 11 AM","Fri 8 AM - 10 AM, Thu 9 AM - 11 AM","NorthWest, SouthEast","L, R","Fri|8-10, Thu|8-10",0
10054000,Otsego Ave,Onondaga Ave  -  Oneida Ave,46,41-50,"Fri, Mon, Thu","6 AM - 8 AM, 8 AM - 10 AM","Fri 8 AM - 10 AM, Mon 6 AM - 8 AM, Thu 6 AM - 8 AM","NorthWest, SouthEast","L, R","Fri|8-10, Mon|6-8, Thu|6-8",0
10055000,Ottawa Ave,Mission St  -  Ellington Ave,36,31-40,"Thu, Tues",8 AM - 10 AM,"Thu 8 AM - 10 AM, Tues 8 AM - 10 AM","NorthEast, SouthWest","L, R","Thu|8-10, Tues|8-10",0
10056000,Ottawa Ave,Ellington Ave  -  Del Monte St,36,31-40,"Thu, Tues",8 AM - 10 AM,"Thu 8 AM - 10 AM, Tues 8 AM - 10 AM","NorthEast, SouthWest","L, R","Thu|8-10, Tues|8-10",0
10057000,Ottawa Ave,Del Monte St  -  Huron Ave,36,31-40,"Thu, Tues",8 AM - 10 AM,"Thu 8 AM - 10 AM, Tues 8 AM - 10 AM","NorthEast, SouthWest","L, R","Thu|8-10, Tues|8-10",0
10058000,Ottawa Ave,Huron Ave  -  Alemany Blvd,18,11-20,Thu,8 AM - 10 AM,Thu 8 AM - 10 AM,SouthWest,L,Thu|8-10,0
10059000,Ottawa Ave,Alemany Blvd  -  Rome St,38,31-40,"Fri, Thu","8 AM - 10 AM, 9 AM - 11 AM","Fri 8 AM - 10 AM, Thu 9 AM - 11 AM","NorthEast, SouthWest","L, R","Fri|8-10, Thu|8-10",0
1006000,20th Ave,Irving St  -  Judah St,64,61-70,"Fri, Tues",7 AM - 9 AM,"Fri 7 AM - 9 AM, Tues 7 AM - 9 AM","East, West","L, R","Fri|6-8, Tues|6-8",0
10060000,Ottawa Ave,Rome St  -  Cayuga Ave,38,31-40,"Fri, Thu","8 AM - 10 AM, 9 AM - 11 AM","Fri 8 AM - 10 AM, Thu 9 AM - 11 AM","NorthEast, SouthWest","L, R","Fri|8-10, Thu|8-10",0
10061000,Ottawa Ave,Cayuga Ave  -  Delano Ave,38,31-40,"Fri, Thu","8 AM - 10 AM, 9 AM - 11 AM","Fri 8 AM - 10 AM, Thu 9 AM - 11 AM","NorthEast, SouthWest","L, R","Fri|8-10, Thu|8-10",0
10062000,Ottawa Ave,Delano Ave  -  Otega Ave,38,31-40,"Fri, Thu","8 AM - 10 AM, 9 AM - 11 AM","Fri 8 AM - 10 AM, Thu 9 AM - 11 AM","NorthEast, SouthWest","L, R","Fri|8-10, Thu|8-10",0
10065000,Oxford St,Silver Ave  -  Pioche St,54,51-60,"Thu, Tues",12 PM - 3 PM,"Thu 12 PM - 3 PM, Tues 12 PM - 3 PM","East, West","L, R","Thu|12-14, Tues|12-14",0
10066000,Oxford St,Pioche St  -  Silliman St,54,51-60,"Thu, Tues",12 PM - 3 PM,"Thu 12 PM - 3 PM, Tues 12 PM - 3 PM","East, West","L, R","Thu|12-14, Tues|12-14",0
10067000,Oxford St,Silliman St  -  Felton St,54,51-60,"Thu, Tues",12 PM - 3 PM,"Thu 12 PM - 3 PM, Tues 12 PM - 3 PM","East, West","L, R","Thu|12-14, Tues|12-14",0
10068000,Oxford St,Felton St  -  Burrows St,54,51-60,"Thu, Tues",12 PM - 3 PM,"Thu 12 PM - 3 PM, Tues 12 PM - 3 PM","East, West","L, R","Thu|12-14, Tues|12-14",0
10069000,Oxford St,Burrows St  -  Bacon St,54,51-60,"Thu, Tues",12 PM - 3 PM,"Thu 12 PM - 3 PM, Tues 12 PM - 3 PM","East, West","L, R","Thu|12-14, Tues|12-14",0
1007000,20th Ave,Judah St  -  Kirkham St,64,61-70,"Fri, Tues",7 AM - 9 AM,"Fri 7 AM - 9 AM, Tues 7 AM - 9 AM","East, West","L, R","Fri|6-8, Tues|6-8",0
10070000,Oxford St,Bacon St  -  Wayland St,54,51-60,"Thu, Tues",12 PM - 3 PM,"Thu 12 PM - 3 PM, Tues 12 PM - 3 PM","East, West","L, R","Thu|12-14, Tues|12-14",0
10074101,Pacheco St,Merced Ave  -  Dewey Blvd,28,21-30,Fri,1 PM - 3 PM,Fri 1 PM - 3 PM,SouthWest,L,Fri|12-14,0
10074201,Pacheco St,Merced Ave  -  Dewey Blvd,28,21-30,Fri,1 PM - 3 PM,Fri 1 PM - 3 PM,NorthEast,R,Fri|12-14,0
10075000,Pacheco St,Dewey Blvd  -  Dorantes Ave,56,51-60,Fri,1 PM - 3 PM,Fri 1 PM - 3 PM,"NorthEast, SouthWest","L, R",Fri|12-14,0
10076000,Pacheco St,Pacheco St  -  Magellan Ave,28,21-30,Fri,1 PM - 3 PM,Fri 1 PM - 3 PM,East,R,Fri|12-14,0
10077000,Pacheco St,Magellan Ave  -  Marcela Ave,40,31-40,"Mon, Wed",9 AM - 11 AM,"Mon 9 AM - 11 AM, Wed 9 AM - 11 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
10078000,Pacheco St,Marcela Ave  -  Castenada Ave,40,31-40,"Mon, Wed",9 AM - 11 AM,"Mon 9 AM - 11 AM, Wed 9 AM - 11 AM","NorthEast, SouthWest","L, R","Mon|8-10, Wed|8-10",0
10079000,Pacheco St,Castenada Ave  -  Lopez Ave,40,31-40,"Mon, Wed",9 AM - 11 AM,"Mon 9 AM - 11 AM, Wed 9 AM - 11 AM","East, West","L, R","Mon|8-10, Wed|8-10",0
1008000,20th Ave,Kirkham St  -  Lawton St,64,61-70,"Fri, Tues",7 AM - 9 AM,"Fri 7 AM - 9 AM, Tues 7 AM - 9 AM","East, West","L, R","Fri|6-8, Tues|6-8",0
10080101,Pacheco St,Lopez Ave  -  Unnamed #034,20,11-20,Wed,9 AM - 11 AM,Wed 9 AM - 11 AM,West,L,Wed|8-10,0
10080102,Pacheco St,Unnamed 034  -  Alton Ave,20,11-20,Wed,9 AM - 11 AM,Wed 9 AM - 11 AM,SouthWest,L,Wed|8-10,0
10080201,Pacheco St,Lopez Ave  -  Alton Ave,20,11-20,Mon,9 AM - 11 AM,Mon 9 AM - 11 AM,East,R,Mon|8-10,0
10080202,Pacheco St,Alton Ave  -  Alton Ave,20,11-20,Mon,9 AM - 11 AM,Mon 9 AM - 11 AM,NorthEast,R,Mon|8-10,0
10081000,Pacheco St,Alton Ave  -  08th Ave,26,21-30,Wed,12 PM - 2 PM,Wed 12 PM - 2 PM,SouthWest,L,Wed|12-14,0
10082000,Pacheco St,08th Ave  -  09th Ave,44,41-50,"Fri, Wed","12 PM - 2 PM, 8 AM - 10 AM","Fri 8 AM - 10 AM, Wed 12 PM - 2 PM","North, South","L, R","Fri|8-10, Wed|12-14",0
10083000,Pacheco St,09th Ave  -  10th Ave,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","North, South","L, R","Mon|12-14, Wed|12-14",0
10084000,Pacheco St,10th Ave  -  Oriole Way,40,31-40,"Fri, Tues",9 AM - 11 AM,"Fri 9 AM - 11 AM, Tues 9 AM - 11 AM","NorthEast, SouthWest","L, R","Fri|8-10, Tues|8-10",0
10085000,Pacheco St,Oriole Way  -  11th Ave,40,31-40,"Fri, Tues",9 AM - 11 AM,"Fri 9 AM - 11 AM, Tues 9 AM - 11 AM","NorthEast, SouthWest","L, R","Fri|8-10, Tues|8-10",0
10086000,Pacheco St,11th Ave  -  12th Ave,38,31-40,"Fri, Tues","8 AM - 10 AM, 9 AM - 11 AM","Fri 9 AM - 11 AM, Tues 8 AM - 10 AM","NorthEast, SouthWest","L, R","Fri|8-10, Tues|8-10",0
10087000,Pacheco St,12th Ave  -  Aerial Way,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","East, West","L, R","Fri|8-10, Tues|8-10",0
10088000,Pacheco St,Aerial Way  -  Funston Ave,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","NorthEast, SouthWest","L, R","Fri|8-10, Tues|8-10",0
10089000,Pacheco St,Ortega St  -  15th Ave,52,51-60,Tues,12 PM - 2 PM,Tues 12 PM - 2 PM,"NorthWest, SouthEast","L, R",Tues|12-14,0
1009000,20th Ave,Lawton St  -  Moraga St,60,51-60,"Fri, Tues",7 AM - 8 AM,"Fri 7 AM - 8 AM, Tues 7 AM - 8 AM","East, West","L, R","Fri|6-8, Tues|6-8",0
10090000,Pacheco St,15th Ave  -  16th Ave,44,41-50,"Mon, Wed",10 AM - 12 PM,"Mon 10 AM - 12 PM, Wed 10 AM - 12 PM","North, South","L, R","Mon|10-12, Wed|10-12",0
10091000,Pacheco St,16th Ave  -  17th Ave,44,41-50,"Mon, Wed",10 AM - 12 PM,"Mon 10 AM - 12 PM, Wed 10 AM - 12 PM","North, South","L, R","Mon|10-12, Wed|10-12",0
10092000,Pacheco St,17th Ave  -  Anglo Aly,44,41-50,"Mon, Wed",10 AM - 12 PM,"Mon 10 AM - 12 PM, Wed 10 AM - 12 PM","North, South","L, R","Mon|10-12, Wed|10-12",0
10093000,Pacheco St,Anglo Aly  -  18th Ave,44,41-50,"Mon, Wed",10 AM - 12 PM,"Mon 10 AM - 12 PM, Wed 10 AM - 12 PM","North, South","L, R","Mon|10-12, Wed|10-12",0
10094000,Pacheco St,18th Ave  -  19th Ave,44,41-50,"Mon, Wed",10 AM - 12 PM,"Mon 10 AM - 12 PM, Wed 10 AM - 12 PM","North, South","L, R","Mon|10-12, Wed|10-12",0
10095000,Pacheco St,19th Ave  -  20th Ave,48,41-50,"Mon, Thu",7 AM - 9 AM,"Mon 7 AM - 9 AM, Thu 7 AM - 9 AM","North, South","L, R","Mon|6-8, Thu|6-8",0
10096000,Pacheco St,20th Ave  -  21st Ave,32,31-40,"Mon, Thu",7 AM - 9 AM,"Mon 7 AM - 9 AM, Thu 7 AM - 9 AM","North, South","L, R","Mon|6-8, Thu|6-8",0
10097000,Pacheco St,21st Ave  -  22nd Ave,36,31-40,"Mon, Thu",8 AM - 10 AM,"Mon 8 AM - 10 AM, Thu 8 AM - 10 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10098000,Pacheco St,22nd Ave  -  23rd Ave,36,31-40,"Mon, Thu",8 AM - 10 AM,"Mon 8 AM - 10 AM, Thu 8 AM - 10 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10099000,Pacheco St,23rd Ave  -  24th Ave,36,31-40,"Mon, Thu",8 AM - 10 AM,"Mon 8 AM - 10 AM, Thu 8 AM - 10 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
101000,01st St,Stevenson St  -  Jessie St,10,1-10,"Fri, Mon, Thu, Tues, Wed",12 AM - 2 AM,"Fri 12 AM - 2 AM, Mon 12 AM - 2 AM, Thu 12 AM - 2 AM, Tues 12 AM - 2 AM, Wed 12 AM - 2 AM","NorthEast, SouthWest","L, R","Fri|12-2, Mon|12-2, Thu|12-2, Tues|12-2, Wed|12-2",0
1010000,20th Ave,Moraga St  -  Noriega St,60,51-60,"Fri, Tues",7 AM - 8 AM,"Fri 7 AM - 8 AM, Tues 7 AM - 8 AM","East, West","L, R","Fri|6-8, Tues|6-8",0
10100000,Pacheco St,28th Ave  -  29th Ave,36,31-40,"Mon, Thu",8 AM - 10 AM,"Mon 8 AM - 10 AM, Thu 8 AM - 10 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10101000,Pacheco St,29th Ave  -  30th Ave,38,31-40,"Mon, Thu","8 AM - 10 AM, 9 AM - 11 AM","Mon 9 AM - 11 AM, Thu 8 AM - 10 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10102000,Pacheco St,30th Ave  -  31st Ave,40,31-40,"Mon, Thu",9 AM - 11 AM,"Mon 9 AM - 11 AM, Thu 9 AM - 11 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10103000,Pacheco St,31st Ave  -  32nd Ave,38,31-40,"Mon, Thu","8 AM - 10 AM, 9 AM - 11 AM","Mon 9 AM - 11 AM, Thu 8 AM - 10 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10104000,Pacheco St,32nd Ave  -  33rd Ave,40,31-40,"Mon, Thu",9 AM - 11 AM,"Mon 9 AM - 11 AM, Thu 9 AM - 11 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10105000,Pacheco St,33rd Ave  -  34th Ave,40,31-40,"Mon, Thu",9 AM - 11 AM,"Mon 9 AM - 11 AM, Thu 9 AM - 11 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10106000,Pacheco St,34th Ave  -  35th Ave,40,31-40,"Mon, Thu",9 AM - 11 AM,"Mon 9 AM - 11 AM, Thu 9 AM - 11 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10107000,Pacheco St,35th Ave  -  36th Ave,40,31-40,"Mon, Thu",9 AM - 11 AM,"Mon 9 AM - 11 AM, Thu 9 AM - 11 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10108000,Pacheco St,36th Ave  -  Sunset Blvd,40,31-40,"Mon, Thu",9 AM - 11 AM,"Mon 9 AM - 11 AM, Thu 9 AM - 11 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
10109000,Pacheco St,Sunset Blvd  -  37th Ave,40,31-40,"Mon, Thu",9 AM - 11 AM,"Mon 9 AM - 11 AM, Thu 9 AM - 11 AM","North, South","L, R","Mon|8-10, Thu|8-10",0
1011000,20th Ave,Noriega St  -  Ortega St,48,41-50,"Mon, Thu",7 AM - 9 AM,"Mon 7 AM - 9 AM, Thu 7 AM - 9 AM","East, West","L, R","Mon|6-8, Thu|6-8",0
